0	2355	3022	457	2691	2758	2456	1903	2782	2953
2355	0	889	2222	363	955	83	425	394	2507
3022	889	0	2889	526	720	972	1119	1107	1223
457	2222	2889	0	2558	2625	2242	1170	2565	2820
2691	363	526	2558	0	957	446	788	581	769
2758	955	720	2625	957	957	1038	855	1349	1604
2456	83	972	2242	446	1038	0	472	323	2507
1903	425	1119	1770	788	855	472	0	795	1050
2782	394	1107	2565	581	1349	323	795	0	255
2953	650	1223	2820	769	1604	578	1050	255	0
